TIME,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24,Sensor_25,Sensor_26,Sensor_27,Sensor_28,Sensor_29,Sensor_30,Sensor_31,Sensor_32,Sensor_33,Sensor_34,Sensor_35,Sensor_36,Sensor_37,Sensor_38,Sensor_39,Sensor_40,Sensor_41,Sensor_42,Sensor_43,Sensor_44,Sensor_45,Sensor_46,Sensor_47,Sensor_48,Sensor_49,Sensor_50,Sensor_51,Sensor_52,Sensor_53,Sensor_54,Sensor_55,Sensor_56,Sensor_57,Sensor_58,Sensor_59,Sensor_60,Sensor_61,Sensor_62,Sensor_63,Sensor_64,Sensor_65,Sensor_66,Sensor_67,Sensor_68,Sensor_69,Sensor_70,Sensor_71,Sensor_72,Sensor_73,Sensor_74,Sensor_75,Sensor_76,Sensor_77,Sensor_78,Sensor_79,Sensor_80,Sensor_81,Sensor_82,Sensor_83,Sensor_84,Sensor_85,Sensor_86,Sensor_87,Sensor_88,Sensor_89,Sensor_90,Sensor_91,Sensor_92,Sensor_93,Sensor_94,Sensor_95,Sensor_96,Sensor_97,Sensor_98,Sensor_99,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,X,Y,Z,PPG,RSP
5980,3716,58374,38226,42375,64036,35994,15256,60690,22597,5090,19467,24764,33080,23022,45409,13613,61626,36623,53217,9381,58828,59830,26157,54693,46335,38915,7345,53640,15666,61850,20822,31669,7158,14488,38492,10578,31139,44172,41982,16128,62598,38061,26194,36144,36613,33558,29843,7069,58300,14417,12210,48645,41985,47068,4731,12547,48180,11992,13331,58525,46292,54561,37099,38579,33520,10423,5739,9284,13124,64746,48593,47573,41568,22166,10368,46239,43848,62350,58012,31413,22595,23640,31933,41058,37683,33640,7828,41921,52790,1353,37005,25277,10379,788,57214,24096,9519,30662,6178,32518,24353,37350,36994,26011,46877,22070,35727,21427,63491,19366,6988,16769,16172,46691,1733,53438,14769,47667,29473,58502,31254,31060,10745,31423,30392,42086,32701,61494,224,116,242,0.14244679632212434,0.4231559521197103
6000,32020,20153,44398,40687,30318,33518,1849,28447,21426,25252,4316,55246,55987,214,21188,36952,49116,61840,12547,33199,8020,36567,59233,45170,33140,51296,35943,57226,64519,15520,54654,32701,46106,37500,3428,60129,1701,50803,7462,49413,40961,60058,64797,53074,6359,50339,5162,46503,15894,31926,57377,12963,34103,16466,60782,47588,33196,16906,5205,23684,17142,48027,19654,22772,16948,24443,28754,45074,40543,35115,27203,10697,34006,26159,15864,3575,21811,11150,28654,15277,36616,51818,25106,60751,19391,25577,43641,31213,9100,58312,41224,57720,20209,22382,53167,36328,45913,31967,16438,64253,12910,13762,2204,28641,30241,21169,46524,52397,30913,33447,50902,36907,37769,42276,13584,5048,38418,50154,56343,63395,44652,17084,56413,44007,39699,24119,12279,9173,90,157,55,0.10101579508074017,0.40961619093842444
6020,18865,17246,20381,34084,6313,44632,6231,4362,4627,8804,12300,63403,63024,35308,48486,61053,10487,57734,50108,36079,13291,19028,32108,52806,53511,52186,26750,1063,8833,26348,54649,14842,61112,9251,14188,40705,61668,9157,27742,10991,48494,52171,40935,57394,27989,30276,14658,14633,9460,33422,33884,33867,10387,45599,42582,24655,14120,23034,32782,13233,57241,32946,22845,10040,52571,28442,6405,23087,41829,53086,17219,41436,17514,51167,43128,8977,3129,6219,60584,43701,61519,48319,56988,57626,9669,46225,34971,30708,44558,62240,46761,26884,53988,52451,40014,44404,4214,19078,43569,14515,57376,40497,48205,22318,31906,13389,38048,1879,23990,20242,36720,31494,47533,25200,25347,53541,40131,24498,61938,3034,20304,20628,25409,62972,4530,30091,26594,61138,14,133,107,0.058317367090407614,0.3955662798115357
6040,48716,26812,43727,30137,9872,8512,41851,62699,51857,14251,46628,36951,25424,30886,20491,56648,17462,58451,20158,17687,42232,54337,49355,33859,1326,39062,37946,54099,8205,47128,42476,62,36423,55772,65272,38274,14386,26664,50470,4830,6252,5923,65204,37842,58492,5199,7919,3874,21327,36163,57104,39812,19399,57730,53144,51148,51215,2767,42749,12989,31343,52624,63755,37839,32234,51382,46919,8120,39275,20925,4189,26870,33816,64483,41447,17810,29900,23795,58182,9134,24099,16043,21852,28475,17021,41826,65329,44145,51257,32834,23941,11896,46678,7177,21220,5755,31993,45681,42636,45432,38224,11265,55834,60160,23565,59180,27595,2604,12915,11676,22945,10068,2382,62656,26455,52169,8010,11624,49674,43237,29518,43153,2232,49648,58872,12938,39854,20786,41,140,54,0.01722192698939413,0.38111276954488166
6060,14757,45756,43821,43901,58178,17000,25818,13479,29300,8261,9296,3236,26510,16437,54595,62327,37114,22997,18969,10241,56855,45546,2730,64576,1078,31663,9904,50978,63470,39439,18054,55223,54692,14469,61989,9432,505,5094,29517,52673,708,915,49195,42524,54114,25469,12573,29857,1502,54895,19761,44055,63779,39629,10953,28543,27050,5477,31168,25832,21259,56296,4392,60687,33100,62196,16343,2516,10787,2074,21075,22506,47782,13477,13795,54771,15931,63312,40888,14994,47475,50999,18777,11416,28728,59520,30815,28675,47369,23677,62365,12946,7710,20846,50214,11979,20894,51755,58159,36875,53525,44255,20610,51772,14995,9001,46156,23014,51910,14074,21653,57426,45204,5092,31272,30026,41756,58778,43433,39090,48198,2822,15525,1647,39934,34754,46377,56846,230,5,167,-0.01936237762215885,0.36644277167709655
6080,47700,15154,38366,49395,44211,10478,61844,38993,23035,38915,41389,4501,54890,26887,62677,54777,45953,62182,13239,56612,39980,8637,35069,33748,24674,23932,34539,41154,20074,7934,37898,29643,10397,23079,51635,63679,23207,37802,39725,7983,22844,48135,30547,57916,25876,33061,29368,38182,51567,11612,18934,61017,65395,43743,42584,13748,45692,36865,20743,11263,59120,26296,42297,31916,25501,21863,27807,23776,644,53618,54328,26363,54391,30184,20236,22135,2898,8429,62430,51938,13051,15779,53278,32430,325,63215,56917,4414,31201,4085,55361,19899,45811,14574,39199,41032,30320,59434,37508,42390,25957,39917,14061,39358,62799,60028,60126,39999,47142,61723,29651,44511,17691,39633,65150,16135,385,37219,64780,41075,20699,21680,15031,24949,8905,28767,57705,30613,73,223,59,-0.04860254397839062,0.3515701685454341
6100,3228,38945,55591,22765,10825,40656,13726,29310,52468,15242,18207,5517,53719,16172,41781,50348,31322,32443,44559,17,46206,49575,32961,41564,18007,46713,6157,62121,39723,23762,4501,45175,44902,19557,57718,55901,50479,22139,112,56994,12612,46204,61539,1054,5765,51343,40912,58952,2419,44949,5997,58448,13109,32906,32997,26011,64334,60875,30454,27307,51633,14890,9630,25257,55872,22218,1045,34904,42618,20964,44822,41039,46902,28489,3778,8441,54410,36155,1096,40920,19446,53275,2207,4881,9039,55447,38372,42327,256,48176,46706,64106,14448,10744,63152,38562,58781,7453,11638,33370,50449,19652,19571,38331,37893,50732,23489,54016,53495,10051,36305,49545,6505,45615,24465,17483,9167,34750,22055,32200,55795,19548,11679,55407,61241,54095,56091,20330,56,200,137,-0.06781297754740952,0.336611050855317
6120,10443,48170,50475,56803,51338,15065,15899,20550,4877,51312,13119,55293,46957,49598,56020,34067,57144,28529,59305,64377,31256,55492,30174,31968,24721,31628,12564,29711,14716,40161,9641,29335,59764,25660,7127,21467,31499,27397,4689,58612,16733,5819,11674,49638,34503,39309,8331,17436,47903,58213,31250,49904,23637,63949,24552,52006,57202,64209,19482,29884,5047,54792,26379,46941,14457,36299,1989,54012,18364,24307,34949,50125,11184,39124,4941,44815,30289,3262,2673,26886,33742,47176,3808,49687,42630,14585,21311,13615,29939,17374,29173,29849,3530,46475,63618,5069,5445,12518,40064,20792,17172,44755,33227,51384,5935,7118,55167,32645,24768,24420,6314,1861,21234,11688,15746,51864,13892,50544,16903,12700,49461,6655,24438,58996,57318,35408,47216,54704,179,194,148,-0.07419148113427984,0.3216360793199085
6140,59568,39213,43369,3374,51911,15126,31846,22047,25859,30094,29317,38096,35319,22162,44466,30327,46583,40338,30473,33364,11228,6417,15251,39464,42808,41763,28119,5123,48123,753,27782,8873,44457,18786,23948,25677,2961,61332,104,54485,32797,46072,105,57766,42080,33304,25218,24654,50034,16513,2371,17846,2186,24681,1949,36638,64341,28663,40798,23615,41029,60580,42151,41726,28579,26150,64573,38973,7911,5588,30701,40719,61499,47520,36496,1350,423,59823,44122,46936,12918,42000,44691,7672,39557,45405,3541,37243,12407,12569,29098,36489,62079,50691,54174,13465,1668,21284,23998,46191,26126,4952,10178,55612,19302,771,45442,22748,1230,51584,7194,52571,54556,31094,21094,1704,57466,27971,34985,60539,50827,56110,51647,48796,17300,5612,57181,41594,88,75,42,-0.06693625254189818,0.30673954606430526
6160,54711,46861,64698,34832,38953,24006,63863,23955,43879,32564,46274,30470,56475,54503,8257,30570,64721,60616,30976,43088,59192,50756,12345,24624,52376,54398,27885,61894,29044,7846,45014,27082,15340,27382,36302,50806,11713,37225,55070,27932,64683,28300,14945,59324,46535,33175,43078,6556,35368,17000,3911,59039,7452,7901,20172,8187,32896,1378,38942,64049,40904,37513,3802,47047,35971,41691,5432,2701,34868,8930,37410,13898,17670,13358,47704,882,38377,28628,10286,46072,56292,26602,766,64172,63909,63809,53701,46732,13527,49445,55380,3611,61627,14926,40686,30782,46585,29960,56529,26915,58762,15987,46560,2530,39577,59028,40997,14342,52154,33393,51290,57478,60584,48434,64921,14414,4049,60912,7548,58829,35061,12428,29728,22867,12402,54183,15011,40699,146,28,95,-0.048525788295305926,0.29182033475780944
6180,6747,19266,49812,59509,25711,37999,58492,32714,20291,53888,32096,44565,44487,20928,34329,19502,26704,14734,59038,44579,4755,18069,65398,1883,58389,21932,61187,54865,32789,20568,497,42366,1374,31671,20746,59848,45367,36413,48102,28076,46578,40062,3599,27996,52911,23162,54660,28848,52296,19609,20933,7411,27621,42115,46289,4575,38751,65141,20468,58057,19914,39514,40220,35652,59409,10018,20009,65451,45483,21651,9511,63871,8221,4429,33894,711,56724,10545,26373,33674,31515,13577,63651,6716,63804,59923,50557,29213,5831,14290,26023,15898,50678,60029,32513,42747,55737,30612,46819,358,29170,42202,32435,42668,28019,2291,39465,15879,56246,8172,55480,50605,19939,748,21839,32688,52276,44360,21621,38823,29050,39638,44527,19730,23759,6801,1587,16611,224,58,146,-0.023792521761731553,0.27688247913282793
6200,148,3644,12340,15818,36400,14225,18744,2443,16940,51801,33790,43659,9298,45637,14596,33630,37778,1350,57766,61147,12040,1409,2294,34303,6270,508,34982,62204,29467,40550,42514,50592,50809,13142,59168,2678,64860,48415,50851,2270,37641,52883,9381,14377,64784,32764,44244,58617,35063,57760,2328,62120,59141,21983,13946,53688,16160,34076,47526,25743,45556,16424,13190,20444,19815,13426,23656,49236,64846,56154,29097,7962,41800,43036,44776,29381,13097,10090,43080,12977,62361,53459,59554,26331,46594,63001,3888,42815,53442,18697,52328,33596,49414,46791,33950,12147,17117,911,35235,35171,35993,53252,43277,39716,24600,47425,32380,51237,19102,7692,11085,32381,34379,24176,23113,39637,38570,63181,62854,27329,28460,25143,8389,38398,47272,64288,40936,52816,3,74,147,0.004075600022379177,0.2618172686434991
6220,36371,17223,32513,10349,52463,58245,3987,27891,21221,26480,4647,34370,42977,46058,52246,12736,2691,65493,317,6960,51364,31895,19629,8853,16208,64246,61350,58685,58950,52092,16582,59512,27807,4106,60251,40425,63776,18517,40583,42773,35040,37727,54043,12675,37410,30868,55226,44342,50053,31777,49808,7563,52215,20964,53773,35476,32180,1948,9843,6926,51611,2022,42996,34948,33767,3459,15583,48171,30070,5632,39588,2249,50969,41041,46687,40665,23751,9081,56584,22837,11884,44650,58857,35270,38182,22879,15404,30942,203,61811,15685,49222,24758,34164,42311,59137,53803,806,13570,6100,13898,13455,1148,61240,62089,36905,16257,39587,46599,49041,5645,35484,12533,45127,54703,11981,36210,45452,15826,30633,54548,15244,35313,43804,12388,54090,1070,63017,11,232,64,0.0403091716068754,0.2466282430919074
6240,48256,8299,1145,13956,23582,6661,54830,49308,32517,62894,47418,9999,29250,9883,55076,16449,12420,6959,13104,43885,16061,16047,23188,4805,63159,8553,26046,39136,37055,56647,58787,23763,63786,16423,44104,69,22249,42988,40181,62211,13871,20238,10546,54629,59566,30084,17642,13400,42445,29470,47695,23226,16643,2094,12037,14857,50154,59498,20084,43055,38981,60100,47790,8066,38646,9318,53265,14217,9031,46656,16827,58624,24572,63367,10007,56567,3192,14046,819,49222,51134,51715,36284,56503,18735,39663,118,3780,26507,52495,28940,41521,35380,39864,54251,20508,47684,45334,41705,46384,20643,8746,24721,46772,35316,28870,55278,26062,52873,52268,45527,50277,52997,49411,43939,41046,22688,19265,44387,35471,8778,53964,5182,25079,35946,21940,12540,56098,231,139,9,0.10832394741560633,0.231233364467023
6260,16964,30168,11806,62959,61951,51514,8453,5003,52399,11590,15661,56604,59604,23820,41162,20795,15966,42612,62120,8016,20067,42428,15985,2002,12939,56040,38326,24564,57269,52624,31588,32052,37672,13516,2120,15962,58737,21476,8352,7591,3147,56640,39639,17057,54471,5688,20621,14708,39900,62536,43474,23758,15095,62715,17154,21120,49639,11889,50357,54811,59890,7844,14987,2922,53171,7325,1134,52289,21541,57116,17760,28471,7572,12800,36093,51653,20130,63633,11191,13771,18269,18060,37218,46096,58892,12890,8040,48585,24651,6981,1374,7866,10114,34293,4649,15794,54114,48159,10799,44166,51735,12240,60489,60976,25427,51182,62306,30273,62441,63872,9052,9907,41153,21535,15311,40978,18117,4787,30771,56246,11559,10549,18955,33456,33548,5882,25728,3359,140,188,71,0.3162892882960979,0.21558645499202028
6280,36488,20221,39662,63044,7919,58639,51730,29300,53886,35001,18761,47183,1820,44799,60000,24799,63648,26592,51142,46209,32549,43543,44566,54880,57696,28718,8982,64543,30666,61399,51048,16791,22442,12684,9843,28275,41682,26664,62391,54837,866,14735,12500,16152,35217,11878,47754,12700,42287,12318,37121,49792,34253,13112,47637,3383,10922,28273,59231,31031,46516,4473,53373,22121,4508,57293,28295,3135,12971,23443,63950,56046,60656,630,9277,34253,58230,46608,26996,43049,57683,20837,40950,46988,17803,20697,63341,35039,40934,61646,8308,11378,43555,48372,22723,43612,12536,4917,34981,21452,46577,2929,61950,59501,26909,33539,51507,5576,39434,43329,17277,19111,40902,30125,24991,39824,16198,28085,6482,52474,32490,53900,51167,26600,9188,32047,47508,5932,0,63,133,0.8011480028100811,0.19964194450678693
6300,8987,3683,12343,55373,20437,13032,19711,15728,1667,52068,17174,53805,58857,14728,49824,44255,7307,5775,2482,59132,9452,44254,2597,43293,22508,42480,61224,56428,46997,577,9426,60157,8608,9159,54710,43673,42483,48998,14019,3248,35388,63762,45820,63952,53315,62763,64572,17510,17766,43009,52972,23654,34673,36571,3671,8286,25101,52854,26247,42039,26396,55159,43506,48931,16270,37356,11811,43014,12094,62744,53382,14222,12538,13970,61886,42606,27798,60648,12923,34720,22108,58633,1076,57792,64463,35569,9917,28847,575,27295,19920,8282,47209,34123,765,12969,2576,29081,57036,50426,49032,9167,46137,52361,759,5586,42929,40406,52006,9852,60996,25877,46533,17232,51068,12898,52438,26725,10885,14776,48124,57535,53983,60161,26124,51686,42143,13562,242,134,156,1.7061466241886931,0.18341618912839996
6320,8456,48054,9732,22847,32917,2549,28274,6101,1669,23737,12916,28540,56871,11093,47585,1347,12767,25226,2133,24593,37533,12777,59421,62778,55746,13660,10685,7896,3132,52400,20130,9860,26045,23293,1934,22440,35615,12479,1172,9140,534,614,48033,24107,51114,35723,42136,51875,33908,19413,57318,8450,38242,62448,53461,44564,11885,64462,9042,29685,13572,61044,38853,45679,20325,50260,21248,52391,38998,10973,45078,46461,14376,33781,13425,13111,62124,54648,25402,35955,34089,65520,11349,49331,12818,56237,41300,36208,55579,16729,6088,55738,32397,64840,7389,5611,5832,15547,60685,56783,54942,27050,51386,60437,46321,3605,17397,64062,62746,28144,15053,42003,15077,37840,11551,28406,57860,12896,56049,18660,52827,7994,31360,44765,24031,28751,29101,8209,103,21,176,3.1379687434067622,0.16676096528180248
6340,48557,46844,50609,50191,47019,53159,44729,9894,26663,31302,61683,16556,63736,13481,53464,54405,99,54082,2634,12721,51438,42202,46055,17524,47489,26101,49879,33377,60444,52075,55739,26004,60971,52149,28894,11333,44960,40223,30880,14694,55160,60584,13907,14266,5778,55721,37511,2863,55442,46352,1520,48631,6807,60818,17133,26243,17864,58761,5703,6792,30301,54460,63664,20471,3000,21240,4921,23733,43409,15802,142,60708,46425,27857,53698,56116,42252,27198,45683,18973,24121,51890,33104,63007,3041,8372,7049,14151,41249,41685,16334,24928,62481,41375,19808,4137,11730,34666,40863,57605,49708,23026,52353,42383,16610,58823,6672,3348,21024,52162,24539,2119,15900,23938,5272,31994,13410,1781,48518,4182,12215,45264,45534,49589,491,48267,15352,8242,118,33,6,4.842313342802487,0.14971452873690203
6360,34853,45542,46,9817,46618,46268,51624,41632,8706,9582,23926,12645,24497,60777,62329,26743,62883,44846,55727,1525,9795,21019,43564,24494,46475,62402,25628,2095,63956,25498,48296,46714,44282,51701,2142,19,26133,14225,21412,15395,17203,63203,45641,51002,32070,44217,19558,25744,33143,32954,32179,10010,1885,32640,56982,38895,61012,28395,10447,60561,42982,41712,44376,40778,8128,11864,3893,39898,7003,26994,7189,46253,14609,56682,40925,63734,40477,23868,41235,47687,40290,20048,56116,30530,45661,21722,45861,58362,23874,18406,61892,27614,52343,20261,38029,16914,61701,29908,20125,8654,60865,15229,17587,53171,4452,3368,14564,24333,50958,30249,24839,57713,47429,63295,16604,58575,540,23669,39036,32106,48344,29960,40868,10323,28380,60487,28830,53341,135,110,204,6.361173334414168,0.1323238154151496
6380,6246,5265,33337,54984,39164,16611,12139,57729,60569,49450,59349,40822,11311,16665,24687,31031,45896,20529,28936,45190,26722,57856,7681,45750,3501,30894,24,63015,16289,61448,24747,19948,18162,12367,5796,32831,42017,49715,41601,39001,46220,1241,15391,61634,40393,9070,17446,16011,41657,57669,30964,4781,63094,62246,54113,50416,23838,48619,44576,11470,60421,9542,56989,26904,59429,58338,24875,55480,36426,60495,7694,214,34818,63659,61865,27470,8058,52557,56939,23623,4611,6162,64511,46314,38678,59213,57609,32612,11219,16649,45095,54939,3477,61037,34676,8822,3568,16204,46903,1245,41414,42377,14748,45888,47157,7519,15691,14696,4440,36975,40557,45391,32890,63595,43668,36236,9458,14289,6123,18218,9213,40494,33153,5980,55867,45217,24968,27151,85,79,206,7.10324452510201,0.11475658933192988
6400,64424,16968,30726,11563,36251,24301,63260,51944,9900,45525,37468,10755,27402,37833,11573,50858,11025,26776,24636,22124,39014,29594,29021,40862,37802,35610,51794,64726,27233,21893,3046,57668,17164,40210,25718,13729,27366,64603,50924,40625,52542,28840,14805,64330,7134,7742,16466,17680,47602,11365,47634,59888,42065,27584,27264,42837,9369,18025,36303,43777,11379,56081,59872,50683,16451,9859,47691,61984,56210,24438,4492,39851,56842,7674,29490,21,34679,47250,52048,54024,24841,45947,10298,18740,25575,47722,22884,27757,31305,35443,19858,58225,17927,5378,40076,53902,30678,13970,38361,32960,58878,29092,4183,37933,40174,34894,19643,34119,17619,40400,10320,15750,60386,53640,47172,52605,25842,53417,37962,39480,56329,48706,20300,32265,53636,4535,36078,34579,88,141,11,6.424480612932565,0.09699323077010479
6420,60016,36814,25614,53715,1271,41320,44982,11127,4223,13855,64072,30021,65025,38851,14065,12207,49452,53459,1041,32748,64324,51999,4847,55835,20927,50494,12604,5740,38814,64982,20299,26264,18267,51254,16888,51411,48874,35594,40409,15519,20693,11303,34640,14130,39250,53940,40725,1275,22870,2941,26062,35359,30891,39742,22567,2366,8943,6322,48093,41241,57575,55983,25671,62130,60524,61441,43559,30741,64839,40628,1950,6288,43385,55769,31392,33344,11879,54900,64057,3613,29890,38496,9713,51860,30912,54872,56747,54884,9065,53606,44807,8189,58662,34201,5772,54467,33813,57109,25299,55248,14334,44633,12280,11805,58759,4126,49264,60319,29974,65336,37727,43404,45482,50999,58183,6037,28357,1329,40002,8378,37056,23652,16305,25869,18091,39535,36107,58438,112,137,5,4.3476068609817204,0.07916067356159869
6440,52466,45403,27798,46918,25791,8209,25071,35529,46204,10303,52946,39216,43452,14498,55189,24752,18775,32825,15850,1730,54305,64435,50894,60525,27209,23115,60264,27569,55173,25001,55038,46731,60081,55618,58203,10713,34920,61434,23076,58066,58503,64145,59071,13248,11951,6839,32438,52029,18382,11296,31584,23436,17886,24579,153,5492,9999,27905,47062,36833,50705,26796,40895,22431,33721,803,7029,38906,19718,4443,13116,37891,53208,54252,28647,15601,63421,10817,23776,37009,29347,51696,3730,6874,37577,50443,25407,27680,7073,65298,53175,26363,4414,18784,8480,63041,30457,20601,9029,9731,18440,61798,59171,25815,9902,21088,54894,45669,20691,6505,53807,34250,56280,35040,27521,11860,26084,46236,4989,42980,14814,10344,24682,33643,30132,36609,20966,42289,250,178,207,1.4813893731059016,0.06138131742297642
6460,42134,37399,26225,11977,30772,16765,46278,50697,4287,53646,39037,35415,17676,18530,5350,13521,9927,24384,8358,61321,19778,43384,28313,3578,46540,1430,40698,52810,16186,40866,25120,55194,39600,43718,8317,17532,40679,32469,56795,62320,41964,9504,19825,57145,3658,42791,15830,18127,12502,24214,6022,4808,17601,64396,18757,60661,35712,33963,46164,43427,33807,56233,36224,19200,36490,34239,50233,64332,12893,9505,34896,48932,5672,8346,47148,65243,25220,28747,26698,57290,42448,45859,4027,15575,2627,63240,53493,9269,34488,11449,18028,53674,61153,13945,57588,50381,187,26987,32216,53440,55091,49560,60175,11594,48176,19310,61743,43719,33857,31464,54503,44788,15397,23092,40927,17838,16847,48233,45710,38744,20088,15584,34965,27411,28715,61850,56707,25740,49,168,244,-1.300404701353897,0.0436272307731529
6480,20900,61653,15004,51995,50540,29791,50850,43353,58104,7807,48997,27499,46037,21342,10250,6051,5801,45339,19238,13200,20777,22292,61417,55207,52815,50075,48280,9254,37569,53495,47108,64453,25570,57826,20103,50133,9373,49230,9065,25427,53276,41240,62292,30221,31367,15712,4599,22999,28506,62075,46916,4003,57859,45412,51075,4000,9030,63135,53670,41230,35398,9017,56280,33378,8222,41218,66,25459,28119,7444,3744,40237,47534,31949,53619,12991,23311,38123,42748,235,18545,35466,55784,39092,56918,26099,202,58379,53185,7820,56655,8006,34314,19445,14997,16745,45964,12813,6837,31174,11053,38617,21070,21670,12278,28559,38911,65332,31445,51968,56513,40401,40898,53737,1770,32129,64232,28026,44435,30837,54936,12864,30670,35754,35882,45928,57918,44727,156,104,173,-2.8726244521585262,0.026069528100555482
